address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"The HHI Select Bengaluru Hotel, 686, 15th Cross, Ring Road, 2nd Phase, JP Nagar, Bangalore",The Onyx - The HHI Select Bengaluru,No,No,3.5,177,"+91 9742281239
+91 8884404894",JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950
"45/1, 45/2, Bangalore Central, 45th Cross, 9th Block, Jayanagar, Bangalore",The Chocolate Room,Yes,No,3.9,154,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400
"3rd Cross Road, Venkateshwara Layout, Suddagunte Palya, BTM, Bangalore",The Biriyani Pedia,Yes,No,4.0,58,+91 9809202588,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani","Biryani, North Indian",300
"25, 6th main, Mico Layout, BTM layout 2nd Stage, BTM, Bangalore",Dev's Gugababa,Yes,No,3.1,177,"+91 9731495358
+91 9880417284",BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500
"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",Bawarchi Inn,Yes,No,3.0,140,"+91 8197022223
+91 9032216666",BTM,Casual Dining,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese",600
"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore",SLV Swadishta,No,No,3.8,191,+91 9900166783,Banashankari,Quick Bites,"Coffee, Jeera Rice, Masala Dosa, Set Dosa, Neer Dosa",South Indian,300
"22, B.H.B.C.S Layout, Opposite Infosys, 2nd Stage, BTM, Bangalore",Chokha Chowka,Yes,No,3.8,358,"+91 8045128659
+91 7204304000",BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400
"9, 24th Main, 4th Cross, Marenahalli Village, 2nd Phase, JP Nagar, Bangalore",Delhi Ke Bawarchi,No,No,4.0,88,080 26492939,JP Nagar,Casual Dining,"Veg Platter, Chaat, Paneer Tikka Masala, Lemon Coriander Soup, Lassi, Babycorn Manchurian, Raita","North Indian, Chinese, Fast Food",500
"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",Upahara Darshini,Yes,No,4.0,40,080 22454581,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600
"18, R V Road, South End Circle, Basavanagudi, Bangalore",New Shanthi Sagar,No,No,2.7,49,080 26579968,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Masala Poori, Kadhai Paneer","South Indian, North Indian, Chinese, Street Food",600
"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",As On Fire,Yes,No,3.4,41,+91 9731111852,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400
"727, 10th Main, 7th Cross, 2nd Stage, BTM Layout, BTM, Bangalore",Flavour of China,Yes,No,3.8,254,"080 41200882
+91 9845406812",BTM,Casual Dining,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",Chinese,600
"Near Ragigudda Temple, 3rd Cross, 8th Main, Southend Road, JP Nagar 3rd Phase, JP Nagar, Bangalore",SLV Restaurant,No,No,4.1,379,080 26586345,JP Nagar,Quick Bites,"Masala Dosa, Handi Biryani, Maddur Vada, Filter Coffee, Goli Bajji, Kesari Bath, Rava Idli","South Indian, North Indian, Chinese",300
"13(29), 2nd Cross, Opposite St. Johns Wood Apartment, Taverekere Main Road, BTM, Bangalore",Fillers,Yes,No,3.9,139,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300
"39/3 &44, Spar Hypermarket, Bannerghatta Mmain Road, Bannerghatta Road, Bangalore",Tiwari's,Yes,No,3.8,75,"+91 9844734325
+91 9844400514",Bannerghatta Road,Quick Bites,"Chaat, Panipuri, Lassi, Aloo Paratha, Chai, Gulab Jamun","North Indian, Street Food",200
"46/A, 1st Main, 3rd Phase, JP Nagar, Bangalore",Cuppa,No,No,3.4,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea",Cafe,550
"26-27, MICO Layout, 6th Main, 2nd Stage, BTM, Bangalore",Apna Punjab,Yes,No,3.7,478,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450
"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",Chatar Patar,No,No,3.6,65,+91 7619353103,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300
"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",Magix's Parattha Roll,Yes,No,3.8,185,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400
"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",Kidambi's Kitchen,No,No,3.4,52,"080 42112211
+91 9880412211",Banashankari,Quick Bites,Rooftop Ambience,South Indian,300
"1424/81, 9th Block East, South End A Cross, JP Nagar, Bangalore",Pappu Chaiwalla,No,No,3.6,141,+91 6361252138,JP Nagar,Quick Bites,"Tea, Chocolate Cookies, Ginger Chai, Masala Chai, Poori Bhaji, Sulemani Chai, Sandwich","Fast Food, Tea, Beverages",300
"14, Krishnanagara Industrial Area, Next to Christ College, BTM, Bangalore",Pout,No,No,4.0,40,"+91 7090599999
+91 7090377777",BTM,Beverage Shop,"Shawarma, Chicken Grill",Beverages,400
"56/1, Next to Airtel Office, Stage 1, Bannerghatta Road, Bangalore",Panchami Garden,No,No,3.6,56,080 41311414,Bannerghatta Road,Quick Bites,"Masala Dosa, Idli","South Indian, North Indian",400
"13, 10th Cross, Christ School Road, SG Palya, DRC Post, BTM, Bangalore",Food Junction,No,No,3.6,42,"+91 9538329391
+91 8147729391",BTM,Quick Bites,Paratha,"North Indian, Chinese, Street Food, Biryani",400
"12, Near Christ College, Krishna Nagar, Industrial Layout, Hosur Road, BTM, Bangalore",Bamboo Heights,No,No,3.7,112,"+91 9986094422
+91 8105436214",BTM,Casual Dining,Friendly Staff,"Chinese, Fast Food, Continental",500
"323, 24th Main, 5th Phase, JP Nagar, Bangalore",Sri Krishna Sagar,No,No,3.1,54,080 26660720,JP Nagar,Quick Bites,"Tea, Masala Dosa, Vada","South Indian, North Indian, Chinese, Street Food",300
"23, 7th Cross, 2nd Main, NS Palya Main Road, 2nd Stage, BTM, Bangalore",Sri Lakshmi Dhaba,Yes,No,3.0,260,"+91 8970548240
+91 9739369901",BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250
"278/A, 9th Main Road, 4th Block, Jayanagar, Bangalore",Once Upon a Rooftop,No,Yes,4.3,1248,080 49653552,Jayanagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Churros, Mocktails, Mushroom Soup, Long Island Iced Tea","Pizza, Italian, Chinese, Thai","1,000"
"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",55 Wall Street,No,Yes,3.9,1786,080 49652101,JP Nagar,Bar,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","Finger Food, North Indian, Chinese","1,300"
"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,Yes,Yes,4.1,592,080 49652428,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200"
"607, 15th Cross, Outer Ring Road, 1st Phase, JP Nagar, Bangalore",The Pump House,No,No,4.3,697,+91 9606127666,JP Nagar,Microbrewery,"Beer, Cocktails, Nachos, Pork Ribs, Pizza, Tiramisu, Stout","Continental, Finger Food","1,500"
"57, 1st Main Rd, Sarakki Industrial Layout, 3rd Phase, JP Nagar, Bengaluru",Levitate Brewery and Kitchen,No,Yes,4.5,456,080 49653113,JP Nagar,"Microbrewery, Casual Dining","Wheat Beer, Salsa, Pizza, Tiramisu, Lager, Cosmopolitan, Cocktails","Finger Food, North Indian, Continental","1,500"
"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Deja Vu Resto Bar,Yes,Yes,4.4,2499,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Hara Bhara Kebab, Custard, Brownie, Pasta, Sev Puri, Paan Ice Cream","North Indian, Italian",900
"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",Brewsky,Yes,Yes,4.3,4323,"+91 9880438170
+91 9880661701",JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","Continental, American","1,600"
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories,Yes,Yes,4.2,2217,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian","1,200"
"5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore","3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1162,+91 8880088696,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ","1,100"
"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Churchill's,Yes,Yes,4.1,1407,"+91 9035475040
+91 9845033470",JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100"
"610, 15th Cross, 100 Ft Ring Road, 1st Phase, JP Nagar, Bangalore",The Underpass Pub & Grub,No,Yes,4.0,725,"+91 8970444446
+91 7338605979",JP Nagar,"Pub, Casual Dining","Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries","Finger Food, Continental, North Indian, Chinese","1,500"
"128/54/10, First floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore",Fattoush,Yes,Yes,4.2,1976,"080 41425553
+91 7337830044",Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood","1,000"
"Outer Ring Road, 5th Phase, JP Nagar, Bangalore",Starbucks,No,No,4.2,386,"+91 9663994264
+91 8884678564",JP Nagar,Cafe,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake","Cafe, Desserts",700
"44-45, Terrace Floor, 24th Main Road, 7th phase, JP Nagar, Bangalore",Mudpipe Cafe,Yes,Yes,3.9,728,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800
"114, Kothanur Main Road, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",Biggies Burger 'n' More,Yes,No,4.1,206,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650
"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore",Dreamcatcher,Yes,No,3.9,50,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600
"VS Plaza, 3rd Floor, Above Eye World, Kumaraswamy Layout, Bangalore",Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9,144,"080 48543015
+91 9008900015",Kumaraswamy Layout,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake","Cafe, Chinese, Arabian",550
"947, 16th Main Road, 2nd Stage, BTM, Bangalore",Swadista Aahar,Yes,No,4.2,785,"+91 9844006825
+91 9844615361",BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300
"Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",Subway,Yes,No,3.2,167,"080 41252625
+91 9972004499",Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600
"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",Hiyar Majhe Kolkata,Yes,No,3.9,247,"+91 9108919806
+91 9739059571",BTM,Quick Bites,"Radhaballavi, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali, Alur Dom","Bengali, North Indian",400
"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar Bangalore",Easy Bites,Yes,No,4.1,66,080 43334321,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300
"1621, 1st Floor, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",Recipe,Yes,No,4.0,808,"+91 8043755256
+91 9886073774",Kumaraswamy Layout,Casual Dining,"Butter Chicken, Noodles, Thali, Biryani","North Indian, Chinese, Biryani",500
"Chocolate Factory Road,7, 3rd Cross Cashire Layout ,1st Tavarekere",Chettayees,Yes,No,3.4,150,"+91 9847632951
+91 7259654051",BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400
"568, 11th Main Road, 32nd Cross, 4th Block, Jayanagar, Bangalore",Leon Grill,Yes,No,4.1,418,"+91 9972001409
+91 7349482017",Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500
"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",XO Belgian Waffle,Yes,No,4.5,556,+91 9900332623,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400
"Kalyan Mansion Residency, Chocolate Factory Road, Tavarekere, BTM, Bangalore",Kannur Food Point,Yes,No,3.7,215,+91 9895940323,BTM,Quick Bites,Roast Chicken,"Kerala, North Indian",200
"12 & 12/1, Ground Floor, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore",Dr. Bubbles,Yes,No,4.2,95,"00 8197222666
080 43026625",Jayanagar,"Beverage Shop, Dessert Parlor","Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts",400
"1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",Al-Bek,Yes,No,3.6,209,080 43334321,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300
"19/3A, Next To Metro Cash And Carry, Konanakunte Cross, Kanakapura Road, Bangalore",Malenadu Kitchen,Yes,Yes,3.8,170,080 49652720,Kanakapura Road,Casual Dining,"Biryani, Mutton Sukha, Neer Dosa, Chicken Curry, Akki Rottis, Fish Curry","South Indian, North Indian, Chinese",700
"#35/4, 24th main JP Nagar 7th phase, Puttenahalli, JP Nagar, Bangalore",Kitchens@JP Nagar,Yes,No,3.9,502,080 43334321,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400
"23, 7th Cross, 2nd Main, NS Palya Main Road, 2nd Stage, BTM, Bangalore",Sri Lakshmi Dhaba,Yes,No,2.9,258,"+91 8970548240
+91 9739369901",BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250
"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",Krishna Kuteera,Yes,No,4.0,403,+91 9035011234,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Masala Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400
"806, Near ICICI Bank, 7th Cross, 16th Main, 2nd Stage, BTM, Bangalore",Momoz,Yes,No,4.0,944,"+91 9986304455
080 41677117",BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",600
"1225, 26th Main, 9th Block, Jayanagar, Bangalore",Corner House Ice Cream,Yes,No,4.4,825,080 26540925,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400
"Near Fortis Hospital, Opposite IBM, Bannerghatta Road, Bangalore",Nellore Bhojanam,Yes,No,3.1,178,+91 7760358195,Bannerghatta Road,Quick Bites,Biryani,Andhra,250
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,Yes,No,3.2,170,"080 32963232
+91 9620284767",Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300
"3, Brindavan Complex, 20th Main, Maruthi Nagar Main Road, 1st Stage, BTM Layout",Muthashy's,Yes,No,4.2,467,"080 42274488
+91 9844162560",BTM,Quick Bites,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice","Kerala, South Indian, Chinese",400
"99/2A, Kothnoor Main Road, Opposite RBI Layout Bus Stop, 7th Phase, JP Nagar, Bangalore",Donne Biriyani House,Yes,No,3.3,212,"080 41614200
+91 9886944200",JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350
"1313, Near Bangalore Central Mall, 25th Main, 9th Block, Jayanagar, Bangalore",Shanmukha,Yes,No,4.4,1972,080 45128667,Jayanagar,Casual Dining,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Butter Chicken","Biryani, Andhra, North Indian, Chinese",800
"7th Cross, 6th Main, Shakambhari Nagar, Sarakki, JP Nagar, Bangalore",Bhukkhad Baba,Yes,No,3.7,132,+91 6361316696,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",250
"1750, 14th Main, Police Station Road, Kumaraswamy Layout, Bangalore",Kitchen Garden,Yes,No,3.6,247,080 49653196,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",300
"324, 23rd Main, 3rd Cross, 2nd Stage, BTM, Bangalore",Swad Punjab Da,Yes,No,4.1,130,+91 8360151853,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",North Indian,150
"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",Burger King,Yes,No,3.8,474,080 67080246,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600
"1607, Sagar Hospital Road, Near Dayanandasagar College, Kumaraswamy Layout, Bangalore",Tasty Bytes,Yes,No,3.1,245,"+91 8553317408
+91 7899687127",Kumaraswamy Layout,Quick Bites,"Paratha, Pasta","North Indian, Chinese, Momos, Rolls",300
"81/3, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Abhiruchi Hotel,Yes,No,3.3,456,"+91 8041470003
+91 8049597979",Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550
"Shop 1, 129, 24th Main, 5th Phase, JP Nagar, Bangalore",Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,49,"+91 9880101051
+91 9742661909",JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300
"16, 17, 18/2 Sarakki Lake, 24th Main, 6th Phase, JP Nagar, Bangalore",Cheesiano Pizza,Yes,Yes,4.0,205,"+91 8043761455
+91 7678077768",JP Nagar,Quick Bites,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian",700
"1548, East End Circle, 9th Block, Jayanagar, Bangalore",Kabab Magic,Yes,No,4.0,958,080 26490895,Jayanagar,Quick Bites,"Chicken Grill, Grape Juice, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll","North Indian, Kebab, Fast Food",500
"204, 4th Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore",Cafe Potpourri,Yes,No,3.7,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400
"149/40/1, 32nd - C Cross, 11th Main, 4th Block, Jayanagar, Bangalore",KFC,Yes,No,3.3,351,080 33994444,Jayanagar,Quick Bites,"Burgers, Crispy Chicken, Chicken Wings, Rice Bowl, Zinger Burger, Fries, Chicken Bucket","Burger, Fast Food",400
"2nd Phase, JP Nagar, Bangalore",Behrouz Biryani,Yes,No,4.0,190,"+91 7022260664
+91 7022260679",JP Nagar,Delivery,"Gulab Jamun, Raita, Paneer Biryani, Mutton Biryani, Buttermilk, Gosht Biryani, Basmati Rice",Biryani,650
"915, 24th Main Road, 2nd Phase, Mayura Circle, JP Nagar, Bangalore",Paradise,Yes,No,4.0,1986,"+91 9513477574
+91 9901842605",JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.9,124,+91 9590941992,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400
"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Hind Ka Chulah,Yes,No,3.8,182,"+91 9738933467
+91 8970646882",Bannerghatta Road,Food Court,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan","North Indian, Biryani",600
"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",Mani's Dum Biryani,Yes,No,4.2,380,+91 9606441698,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750
"7, 2nd Floor, Krish Towers, Arekere Signal, Bannerghatta Road, Bangalore",Dadi's Dum Biryani,Yes,Yes,4.0,743,"+91 7090377777
080 43716050",Bannerghatta Road,Casual Dining,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda","Biryani, North Indian, Mughlai",800
"452, 2nd Main, 8th Cross, Lakshmi Layout, Mico Layout, Arakere, Bannerghatta Road, Bangalore",Biryani Durbar,Yes,No,3.7,129,080 49652102,Bannerghatta Road,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab","Biryani, North Indian",400
